Asset Path,Platform,Max Size,Read/Write Enabled,Generate Mip Maps,Format, ETC
Assets/AcousticGuitar_AcBack.png, NoTarget, 2048,False,True, AutomaticCompressed,NoTargetoverride 꺼져있음
